Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source,y
E02300,B**** A*******,Operations,C0149,Logistics Coordinator,Director,Master,Office,No,6.0,8.0,0.0,86.0,Yes,LinkedIn,Turkish,2024-07-06,2024-08-01,A**** Y*******,Yes,CRM,1
E02301,A**** A*******,Procurement,C0200,Strategic Buyer,Mid,Master,Office,No,5.0,6.0,0.0,49.0,No,Email,English,2024-09-20,2024-10-10,C**** D*******,Yes,CRM,1
E02302,A**** C*******,Sales,C0310,Account Manager,Mid,Bachelor,Remote,Yes,19.0,2.0,4.0,47.0,Yes,Email,Turkish,2024-09-01,2024-09-16,B**** K*******,Yes,CRM,1
E02303,M**** U*******,Engineering,C0573,Process Engineer,Junior,Bachelor,Office,Yes,7.0,0.0,0.0,55.0,No,Email,Turkish,2024-06-08,2024-07-01,H**** N*******,Yes,CRM,1
E02304,M**** Y*******,Marketing,C0454,Growth Marketer,Junior,Bachelor,Office,No,25.0,1.0,,29.0,no,Phone,English,2024-02-13,2024-03-07,E**** T*******,Yes,CRM,1
E02305,N**** K*******,Operations,C0385,Operations Analyst,Director,Bachelor,Office,Yes,6.0,7.0,0.0,69.0,No,Events,Turkish,2024-02-27,2024-03-24,H**** N*******,Yes,CRM,1
E02306,N**** K*******,Sales,C0383,Key Account Executive,Senior,PhD,Office,No,26.0,11.0,2.0,74.0,Yes,Phone,Turkish,2024-06-08,2024-06-28,B**** K*******,Yes,CRM,1
E02307,E**** D*******,Marketing,C0116,Brand Manager,Mid,Master,Office,Yes,25.0,5.0,5.0,74.0,No,Events,Turkish,2024-08-07,2024-08-28,H**** N*******,Yes,CRM,1
E02308,S**** O*******,Marketing,C0272,Brand Manager,Mid,Bachelor,Remote,Yes,5.0,4.0,3.0,49.0,No,Phone,Turkish,2024-03-06,2024-04-04,A**** Y*******,Yes,CRM,1
E02309,E**** Y*******,Marketing,C0051,Growth Marketer,Mid,Master,Remote,Yes,12.0,2.0,4.0,49.0,No,Phone,Turkish,2024-02-08,2024-02-29,F**** O*******,Yes,LinkedIn,1
E02310,B**** K*******,Marketing,C0494,Brand Manager,Junior,Bachelor,Office,Yes,15.0,1.0,4.0,36.0,No,Phone,Turkish,2024-08-03,2024-08-24,E**** T*******,Yes,CRM,1
E02311,K**** K*******,Engineering,C0430,Process Engineer,Mid,Bachelor,Office,Yes,0.0,5.0,2.0,41.0,No,Phone,Turkish,2024-07-26,2024-08-16,B**** K*******,Yes,Webinar,0
E02312,S**** A*******,Marketing,C0348,Marketing Specialist,Mid,Bachelor,Field,Yes,4.0,3.0,5.0,42.0,No,Email,English,2024-07-11,2024-07-16,D**** S*******,Yes,CRM,1
E02313,M**** D*******,Production,C0052,Production Engineer,Director,Master,Office,No,2.0,17.0,1.0,65.0,Yes,Email,English,2024-01-03,2024-01-10,C**** D*******,Yes,CRM,1
E02314,N**** K*******,IT,C0350,Network Engineer,Senior,Master,Office,Yes,0.0,7.0,0.0,52.0,No,LinkedIn,Turkish,2024-05-03,2024-05-24,A**** Y*******,Yes,CRM,0
E02315,S**** U*******,Procurement,C0651,Procurement Specialist,Director,Master,Office,Yes,0.0,9.0,0.0,89.0,Yes,Email,Turkish,2024-03-03,2024-03-27,D**** S*******,Yes,CRM,0
E02316,O**** A*******,IT,C0555,Infrastructure Engineer,Mid,Bachelor,Office,No,5.0,3.0,2.0,85.0,No,Email,Turkish,2024-06-19,2024-07-12,D**** S*******,Yes,Email Campaign,1
E02317,B**** C*******,Procurement,C0559,Procurement Analyst,Mid,Bachelor,Office,No,3.0,5.0,2.0,84.0,No,Email,Turkish,2024-05-22,2024-05-28,A**** Y*******,Yes,CRM,1
E02318,A**** K*******,IT,C0255,Network Engineer,Junior,Bachelor,Office,Yes,8.0,2.0,0.0,42.0,No,Phone,Turkish,2024-08-19,2024-09-08,A**** Y*******,Yes,CRM,1
E02319,A**** D*******,Management,C0499,Operations Director,Senior,High School,Field,No,0.0,9.0,0.0,100.0,Yes,Phone,Turkish,2024-01-24,2024-02-04,F**** O*******,Yes,CRM,0
E02320,D**** A*******,Procurement,y0497,Procurement Specialist,Mid,PhD,Factory,Yes,0.0,3.0,2.0,57.0,yes,,English,2024-02-14,2024-03-09,G**** R*******,Yes,webinar,0
E02321,Z**** S*******,Sales,C0192,Account Manager,Junior,Bachelor,Office,No,28.0,1.0,2.0,41.0,No,Email,Turkish,2024-02-20,2024-03-04,A**** Y*******,Yes,CRM,1
E02322,Z**** A*******,Sales,C0219,Territory Sales Rep,Director,Bachelor,Office,Yes,14.0,14.0,1.0,81.0,No,Phone,Turkish,2024-02-09,2024-02-24,H**** N*******,Yes,Webinar,1
E02323,S**** K*******,Management,C0012,Operations Manager,Junior,Bachelor,Office,Yes,1.0,0.0,0.0,67.0,Yes,Email,English,2024-08-27,2024-09-24,D**** S*******,Yes,CRM,1
E02324,B**** A*******,Management,C0387,Country Manager,Mid,High School,Office,Yes,6.0,2.0,0.0,45.0,Yes,Phone,Turkish,2024-05-24,2024-06-17,D**** S*******,Yes,CRM,1
E02325,O**** K*******,IT,C0643,Network Engineer,Mid,Bachelor,Office,No,1.0,3.0,1.0,64.0,No,Phone,Turkish,2024-05-26,2024-06-01,B**** K*******,Yes,CRM,1
E02326,B**** G*******,Procurement,C0410,Procurement Analyst,Mid,Bachelor,Field,No,2.0,5.0,0.0,68.0,No,Phone,Turkish,2024-09-06,2024-09-14,H**** N*******,Yes,Webinar,1
E02327,E**** D*******,IT,C0707,Software Developer,Senior,Bachelor,Office,Yes,6.0,5.0,2.0,64.0,No,Phone,Turkish,2024-05-16,2024-05-29,G**** R*******,Yes,CRM,1
E02328,L**** U*******,Marketing,C0685,Marketing Specialist,Mid,Master,Factory,No,7.0,5.0,5.0,59.0,No,Email,Turkish,2024-08-15,2024-09-06,G**** R*******,Yes,CRM,1
E02329,E**** D*******,Procurement,Ce289,Procurement Analyst,Senior,Bachelor,Office,Yes,6.0,6.0,2.0,,Yes,Email,Turkish,2024-03-25,2024-04-23,A**** Y*******,Yes,LinkedIn,1
E02330,K**** Y*******,Operations,C0456,Data Centre Operator,Mid,Master,Office,Yes,0.0,2.0,1.0,83.0,No,Phone,Turkish,2024-01-13,2024-01-30,D**** S*******,No,LinkedIn,0
E02331,B**** A*******,Sales,C0702,Sales Manager,Mid,Bachelor,Factory,No,20.0,2.0,5.0,66.0,Yes,LinkedIn,English,2024-06-11,2024-07-01,C**** D*******,Yes,Email Campaign,1
E02332,S*** A*******,Procurement,C0042,Strategic Buyer,Junior,Bachelor,office,Yes,1.0,,2.0,,yes,Email,English,2024-03-07,2024-04-05,G**** R*******,Yes,,1
E02333,C**** Y*******,Operations,C0621,Data Centre Operator,Mid,Master,Office,No,5.0,4.0,0.0,47.0,No,Email,Turkish,2024-01-30,2024-02-06,A**** Y*******,Yes,Webinar,1
E02334,N**** A*******,Operations,C0074,Operations Analyst,Senior,Master,Remote,No,2.0,11.0,2.0,51.0,Yes,Email,Turkish,2024-05-05,2024-06-01,E**** T*******,Yes,CRM,1
E02335,S**** K*******,Management,C0662,Plant Manager,Senior,Master,Office,No,1.0,10.0,1.0,80.0,No,Phone,Turkish,2024-08-02,2024-08-25,H**** N*******,Yes,Fair,1
E02336,B**** S*******,Production,C0563,Plant Supervisor,Junior,Bachelor,Field,No,2.0,0.0,0.0,65.0,No,LinkedIn,English,2024-05-31,2024-06-27,A**** Y*******,Yes,Email Campaign,1
E02337,D**** A*******,Production,C0706,Production Engineer,Director,Bachelor,Field,No,6.0,13.0,1.0,38.0,No,Email,Turkish,2024-05-15,2024-06-05,C**** D*******,Yes,Email Campaign,1
E02338,D**** S*******,Operations,C0345,Ops Coordinator,Mid,Bachelor,Office,Yes,1.0,5.0,2.0,46.0,No,Email,English,2024-08-07,2024-08-31,F**** O*******,Yes,CRM,1
E02339,D**** Y*******,Marketing,C0540,Digital Marketing Executive,Mid,PhD,Office,Yes,32.0,5.0,3.0,37.0,No,Phone,Turkish,2024-04-17,2024-05-14,G**** R*******,Yes,LinkedIn,1
E02340,M**** O*******,Sales,C0022,Sales Manager,Mid,Bachelor,Factory,No,12.0,3.0,4.0,68.0,No,Email,Turkish,2024-01-15,2024-02-11,H**** N*******,Yes,CRM,1
E02341,S**** K*******,Management,C0044,Plant Manager,Mid,Master,Field,Yes,7.0,2.0,2.0,55.0,No,Email,Turkish,2024-05-24,2024-06-01,D**** S*******,No,Email Campaign,1
E02342,N**** S*******,Sales,C0481,Key Account Executive,Mid,Bachelor,Office,No,7.0,3.0,5.0,53.0,Yes,LinkedIn,Turkish,2024-04-15,2024-05-05,E**** T*******,Yes,Webinar,1
E02343,E**** K*******,Engineering,C0225,Process Engineer,Director,Bachelor,Office,Yes,1.0,16.0,2.0,53.0,No,Email,Turkish,2024-05-03,2024-06-02,D**** S*******,Yes,CRM,1
E02344,N**** A*******,Operations,C0602,Logistics Coordinator,Director,Bachelor,Factory,Yes,7.0,14.0,0.0,68.0,Yes,Email,Turkish,2024-08-29,2024-09-11,B**** K*******,Yes,Webinar,1
E02345,B**** A*******,Operations,C0154,Ops Coordinator,Mid,Bachelor,Remote,Yes,0.0,6.0,2.0,55.0,No,Phone,Turkish,2024-07-31,2024-08-09,H**** N*******,Yes,CRM,0
E02346,E**** A*******,Management,C0154,Operations Manager,Junior,Bachelor,Office,No,5.0,1.0,2.0,83.0,Yes,Email,English,2024-09-27,2024-10-06,C**** D*******,Yes,Email Campaign,1
E02347,T**** P*******,IT,C0001,Network Engineer,Mid,Bachelor,Remote,No,9.0,3.0,0.0,65.0,No,Eail,Turkish,2024-03-14,2024-04-06,h**** n*******,Yes,Crm,1
E02348,S**** K*******,Sales,C0446,Account Manager,Mid,High School,Office,No,10.0,4.0,5.0,53.0,No,Email,Turkish,2024-07-04,2024-07-18,B**** K*******,Yes,CRM,1
E02349,S**** G*******,Procurement,C0425,Procurement Analyst,Junior,Master,Office,Yes,7.0,0.0,1.0,59.0,Yes,Phone,Turkish,2024-09-16,2024-10-01,G**** R*******,Yes,CRM,1
E02350,B**** Y*******,Sales,C0108,Account Manager,Director,Master,Remote,No,7.0,9.0,4.0,76.0,Yes,Email,English,2024-02-19,2024-03-09,E**** T*******,Yes,CRM,1
E02351,B**** A*******,Procurement,C0024,Procurement Manager,Mid,High School,Office,No,5.0,5.0,1.0,80.0,No,Email,Turkish,2024-08-27,2024-09-20,D**** S*******,Yes,CRM,1
E02352,K**** Y*******,Management,C0556,Operations Director,Mid,Master,Office,Yes,7.0,2.0,0.0,68.0,No,Email,English,2024-07-25,2024-08-12,D**** S*******,Yes,LinkedIn,1
E02353,M**** A*******,Quality,C0709,Quality Assurance Lead,Junior,Bachelor,Office,Yes,0.0,1.0,0.0,50.0,Yes,Phone,Turkish,2024-04-18,2024-05-11,C**** D*******,Yes,CRM,0
E02354,E**** Y*******,Procuement,C0705,Procurement Analyst,Junior,Master,Office,No,1.0,0.0,2.0,40.0,no,Events,English,2024-05-21,2024-06-16,H**** N*******,Yes,LinkedIn,1
E02355,T**** P*******,IT,C0602,Systems Engineer,Mid,Bachelor,Factory,No,2.0,3.0,1.0,58.0,No,Phone,English,2024-08-04,2024-08-13,H**** N*******,Yes,CRM,1
E02356,B**** K*******,Operations,C0172,Operations Analyst,Junior,Master,Office,Yes,0.0,1.0,1.0,47.0,No,Phone,Turkish,2024-03-28,2024-04-21,G**** R*******,Yes,Webinar,0
E02357,K**** K*******,Operations,C0219,Ops Coordinator,Director,Bachelor,Factory,Yes,2.0,8.0,2.0,67.0,Yes,Email,Turkish,2024-04-30,2024-05-13,A**** Y*******,Yes,CRM,1
E02358,B**** U*******,Management,C0330,Country Manager,Mid,Bachelor,Office,No,8.0,5.0,0.0,76.0,Yes,Phone,Turkish,2024-05-07,2024-05-25,A**** Y*******,Yes,CRM,1
E02359,C**** K*******,Marketing,C0195,Digital Marketing Executive,Senior,Bachelor,Office,No,20.0,7.0,1.0,54.0,No,Phone,Turkish,2024-09-05,2024-09-30,E**** T*******,Yes,CRM,1
E02360,A**** A*******,Marketing,C0075,Growth Marketer,Junior,Master,Office,No,17.0,2.0,2.0,51.0,Yes,Phone,English,2024-09-12,2024-09-22,D**** S*******,Yes,Fair,1
E02361,A**** U*******,Marketing,C0237,Growth Marketer,Mid,Master,Office,Yes,20.0,5.0,4.0,44.0,Yes,Email,Turkish,2024-04-18,2024-05-16,B**** K*******,Yes,Webinar,1
E02362,E**** Y*******,Management,C0050,Plant Manager,Junior,Bachelor,Office,Yes,2.0,2.0,2.0,57.0,Yes,LinkedIn,English,2024-02-19,2024-03-04,H**** N*******,Yes,Email Campaign,1
E02363,A**** C*******,Marketing,C0370,Digital Marketing Executive,Director,Bachelor,Office,No,22.0,11.0,3.0,59.0,No,Email,Turkish,2024-08-30,2024-09-26,G**** R*******,Yes,CRM,1
E02364,N**** P*******,Operations,C0733,Ops Coordinator,Senior,Master,Field,Yes,3.0,5.0,1.0,78.0,No,Phone,Turkish,2024-07-27,2024-08-25,F**** O*******,Yes,Email Campaign,1
E02365,E**** K*******,Operations,C0620,Data Centre Operator,Mid,Bachelor,Office,No,0.0,5.0,0.0,65.0,No,Email,English,2024-06-06,2024-06-22,C**** D*******,Yes,CRM,0
E02366,N**** G*******,Procurement,C0514,Procurement Analyst,Mid,Master,Office,No,5.0,2.0,0.0,92.0,Yes,Email,Turkish,2024-05-23,2024-06-18,F**** O*******,Yes,CRM,1
E02367,N**** K*******,Production,C0264,Production Engineer,Mid,Bachelor,Office,Yes,2.0,3.0,2.0,51.0,No,LinkedIn,Turkish,2024-02-02,2024-02-07,H**** N*******,Yes,Fair,1
E02368,B**** A*******,Sales,C0351,Sales Executive,Mid,Master,Remote,No,26.0,5.0,1.0,73.0,Yes,Phone,English,2024-07-29,2024-08-23,E**** T*******,Yes,CRM,1
E02369,E**** K*******,Marketing,C0479,Growth Marketer,Senior,Bachelor,Office,No,28.0,8.0,4.0,57.0,Yes,Email,Turkish,2024-06-18,2024-07-01,H**** N*******,Yes,CRM,1
E02370,B**** A*******,IT,C0347,Systems Engineer,Junior,Bachelor,Office,Yes,0.0,2.0,1.0,48.0,No,Phone,Turkish,2024-07-12,2024-07-22,G**** R*******,Yes,Email Campaign,0
E02371,E**** A*******,Sales,C0633,Key Account Executive,Mid,Bachelor,Remote,No,3.0,5.0,5.0,72.0,No,LinkedIn,English,2024-09-21,2024-09-29,A**** Y*******,Yes,Fair,1
E02372,B**** C*******,IT,C0414,Software Developer,Mid,Master,Office,No,3.0,3.0,1.0,30.0,No,Phone,Turkish,2024-06-20,2024-07-09,H**** N*******,Yes,CRM,1
E02373,S**** K*******,Quality,C0524,QA Technician,Senior,Master,Office,Yes,2.0,6.0,2.0,72.0,Yes,Email,Turkish,2024-06-03,2024-06-19,F**** O*******,Yes,LinkedIn,1
E02374,O**** U*******,Sales,C0570,Account Manager,Mid,Master,Office,No,16.0,2.0,2.0,44.0,No,Phone,Turkish,2024-02-10,2024-02-26,H**** N*******,No,CRM,1
E02375,A**** D*******,Engineering,C0409,Quality-by-Design Engineer,Mid,Master,Office,No,8.0,2.0,0.0,45.0,No,Phone,Turkish,2024-06-10,2024-07-10,F**** O*******,Yes,CRM,1
E02376,A**** G*******,Production,C0080,Production Engineer,Mid,High School,Office,No,7.0,4.0,0.0,40.0,No,Events,Turkish,2024-02-14,2024-02-27,E**** T*******,Yes,CRM,1
E02377,C**** A*******,Marketing,C0138,Brand Manager,Senior,Bachelor,Office,Yes,30.0,6.0,3.0,92.0,Yes,Phone,English,2024-09-02,2024-09-08,E**** T*******,Yes,Email Campaign,1
E02378,E**** K*******,Engineering,C0548,Electrical Engineer,Junior,Bachelor,Field,Yes,0.0,0.0,1.0,43.0,No,LinkedIn,Turkish,2024-08-24,2024-09-07,H**** N*******,Yes,Fair,0
E02379,E**** S*******,Sales,C0378,Territory Sales Rep,Mid,Bachelor,Office,No,10.0,5.0,2.0,62.0,No,Events,Turkish,2024-08-12,2024-09-04,G**** R*******,Yes,CRM,1
E02380,B**** A*******,Operations,C0661,Data Centre Operator,Junior,Bachelor,Remote,Yes,10.0,1.0,0.0,49.0,No,Phone,English,2024-04-06,2024-04-11,F**** O*******,Yes,Webinar,1
E02381,M**** A*******,Quality,C0691,Quality Assurance Lead,Junior,Bachelor,Office,Yes,0.0,1.0,2.0,53.0,No,Email,Turkish,2024-03-29,2024-04-12,G**** R*******,Yes,LinkedIn,0
E02382,B**** Y*******,Sales,C0566,Sales Manager,Mid,PhD,Office,Yes,24.0,5.0,4.0,68.0,Yes,Email,Turkish,2024-06-25,2024-07-02,G**** R*******,Yes,Webinar,1
E02383,B**** Y*******,Engineering,C0630,Mechanical Engineer,Mid,Master,Office,Yes,7.0,3.0,0.0,54.0,No,Phone,Turkish,2024-08-15,2024-08-23,B**** K*******,Yes,LinkedIn,1
E02384,T**** A*******,Production,C0713,Production Engineer,Junior,Bachelor,Office,No,2.0,2.0,2.0,35.0,No,Phone,Turkish,2024-07-14,2024-07-27,B**** K*******,Yes,CRM,1
E02385,B**** Y*******,Procurement,C0371,Procurement Specialist,Junior,Bachelor,Factory,Yes,3.0,2.0,1.0,42.0,No,Phone,English,2024-06-30,2024-07-10,B**** K*******,Yes,LinkedIn,1
E02386,B**** A*******,Sales,j0297,Key Account Executive,Senior,Bachelor,Office,No,3.0,7.0,3.0,78.0,Yes,Email,Turkish,2024-07-08,2024-07-27,A**** Y*******,Yes,CRM,1
E02387,O**** Y*******,Management,C0069,Operations Manager,Senior,Bachelor,Remote,Yes,3.0,6.0,1.0,56.0,Yes,Phone,Turkish,2024-02-13,2024-03-08,G**** R*******,Yes,CRM,1
E02388,Z**** C*******,Management,C0584,Operations Director,Mid,Bachelor,Remote,Yes,6.0,2.0,1.0,48.0,No,Email,Turkish,2024-08-08,2024-08-22,A**** Y*******,Yes,Email Campaign,1
E02389,A**** C*******,Management,C0282,Plant Manager,Mid,Bachelor,Office,No,2.0,2.0,0.0,78.0,Yes,Phone,Turkish,2024-02-05,2024-02-11,D**** S*******,Yes,CRM,1
E02390,B**** Y*******,Marketing,C0535,Growth Marketer,Mid,Bachelor,Office,Yes,18.0,4.0,5.0,69.0,Yes,Email,English,2024-08-06,2024-08-21,E**** T*******,Yes,CRM,1
E02391,C**** Y*******,Production,C0049,Plant Supervisor,Mid,Bachelor,Factory,Yes,4.0,4.0,1.0,73.0,No,LinkedIn,Turkish,2024-09-15,2024-09-27,A**** Y*******,Yes,CRM,1
E02392,Z**** K*******,Procurement,C0092,Procurement Specialist,Junior,Master,Factory,Yes,0.0,2.0,1.0,84.0,Yes,Events,Turkish,2024-07-06,2024-07-24,B**** K*******,Yes,CRM,0
E02393,C**** S*******,Production,C0683,Plant Supervisor,Junior,Bachelor,Office,No,2.0,0.0,0.0,68.0,No,Email,Turkish,2024-04-24,2024-05-20,G**** R*******,Yes,CRM,1
E02394,M**** A*******,Marketing,C0112,Marketing Specialist,Senior,Bachelor,Office,Yes,19.0,7.0,1.0,85.0,Yes,Phone,Turkish,2024-05-07,2024-05-24,C**** D*******,Yes,CRM,1
E02395,B**** A*******,operations,C0405,sogistics Coordinator,MID,High School,Office,Yes,0.0,,2.0,80.0,No,Email,English,2024-09-03,2024-09-27,H**** N*******,Yes,CRM,0
E02396,D**** K*******,IT,C0048,Infrastructure Engineer,Junior,Bachelor,Office,Yes,1.0,2.0,2.0,74.0,No,Events,Turkish,2024-01-28,2024-02-08,F**** O*******,Yes,Webinar,1
E02397,N**** A*******,Quality,C0719,Quality Assurance Lead,Senior,Master,Office,Yes,3.0,9.0,2.0,58.0,No,Email,Turkish,2024-02-14,2024-03-02,G**** R*******,Yes,Webinar,1
E02398,N**** K*******,Procurement,C0419,Procurement Analyst,Junior,Bachelor,Field,Yes,6.0,1.0,0.0,66.0,Yes,Phone,English,2024-06-14,2024-06-29,H**** N*******,No,Email Campaign,1
E02399,B**** U*******,IT,C0691,Software Developer,Junior,High School,Factory,No,4.0,2.0,2.0,30.0,No,Email,English,2024-02-29,2024-03-29,D**** S*******,Yes,Email Campaign,1
E02400,S**** K*******,IT,C0405,Systems Engineer,Mid,Bachelor,Office,No,1.0,6.0,2.0,52.0,No,Email,Turkish,2024-05-16,2024-06-15,D**** S*******,Yes,CRM,1
E02401,Z**** C*******,Quality,C0061,QA Specialist,Senior,Bachelor,Office,No,5.0,11.0,0.0,55.0,No,Phone,English,2024-08-12,2024-09-09,D**** S*******,Yes,CRM,1
E02402,E**** O*******,IT,C0482,Infrastructure Engineer,Senior,Bachelor,Office,No,6.0,11.0,0.0,74.0,No,Email,English,2024-06-23,2024-06-29,H**** N*******,Yes,CRM,1
E02403,B**** C*******,Procurement,C0518,Procurement Analyst,Director,Bachelor,Factory,Yes,2.0,7.0,1.0,62.0,Yes,Phone,Turkish,2024-02-26,2024-03-04,D**** S*******,Yes,Email Campaign,1
E02404,Z**** A*******,Sales,C0588,Sales Manager,Mid,PhD,Office,Yes,18.0,6.0,2.0,70.0,No,Email,Turkish,2024-05-20,2024-06-18,B**** K*******,Yes,LinkedIn,1
E02405,N**** A*******,Marketing,C0076,Digital Marketing Executive,Mid,Bachelor,Office,No,21.0,5.0,2.0,37.0,No,LinkedIn,English,2024-07-03,2024-07-16,G**** R*******,Yes,CRM,1
E02406,S**** U*******,IT,C0289,Infrastructure Engineer,Director,High School,Factory,No,1.0,10.0,1.0,83.0,No,Phone,Turkish,2024-07-05,2024-08-02,F**** O*******,No,CRM,1
E02407,N**** Y*******,Management,C0605,Operations Director,Senior,Bachelor,Office,Yes,5.0,5.0,0.0,77.0,Yes,LinkedIn,English,2024-04-07,2024-04-25,C**** D*******,Yes,LinkedIn,1
E02408,K**** S*******,Engineering,C0438,Mechanical Engineer,Senior,Bachelor,Office,No,7.0,8.0,1.0,60.0,No,Email,Turkish,2024-07-27,2024-08-11,H**** N*******,Yes,CRM,1
E02409,E**** A*******,Marketing,C0510,Brand Manager,Senior,High School,Office,Yes,25.0,9.0,1.0,49.0,Yes,Phone,Turkish,2024-02-28,2024-03-07,B**** K*******,Yes,CRM,1
E02410,E**** A*******,Engineering,C0139,Mechanical Engineer,Mid,Master,Field,Yes,7.0,2.0,0.0,36.0,No,Phone,Turkish,2024-03-06,2024-03-13,E**** T*******,Yes,CRM,1
E02411,E**** K*******,Procurement,C0492,Procurement Specialist,Junior,Bachelor,Office,Yes,9.0,2.0,1.0,59.0,No,Phone,Turkish,2024-09-25,2024-10-06,E**** T*******,Yes,LinkedIn,1
E02412,Z**** A*******,Engineering,C0171,Mechanical Engineer,Mid,Bachelor,Remote,No,2.0,6.0,0.0,50.0,No,Email,Turkish,2024-06-20,2024-06-30,E**** T*******,Yes,Email Campaign,1
E02413,O**** K*******,Procurement,C0733,Procurement Analyst,Junior,High School,Office,Yes,0.0,1.0,2.0,90.0,No,Email,Turkish,2024-03-31,2024-04-28,G**** R*******,Yes,CRM,0
E02414,N**** A*******,Quality,C0264,QA Technician,Mid,Bachelor,Factory,Yes,1.0,4.0,2.0,55.0,No,Email,English,2024-01-05,2024-02-03,H**** N*******,Yes,CRM,1
E02415,A**** U*******,Production,C0376,Production Engineer,Mid,Bachelor,Office,No,9.0,6.0,0.0,61.0,No,LinkedIn,Turkish,2024-08-18,2024-09-10,F**** O*******,Yes,CRM,1
E02416,D**** A*******,IT,C0349,Software Developer,Mid,Master,Factory,No,6.0,6.0,1.0,53.0,No,LinkedIn,Turkish,2024-03-30,2024-04-24,A**** Y*******,Yes,LinkedIn,1
E02417,Z**** Y*******,Quality,C0712,QA Specialist,Mid,Master,Office,Yes,4.0,3.0,2.0,30.0,No,LinkedIn,Turkish,2024-08-24,2024-08-30,C**** D*******,Yes,CRM,1
E02418,S**** Y******,IT,C0476,Infrastructure Engineer,Senior,Bachelor,Remote,No,2.0,,1.0,,No,EMAIL,English,2024-08-02,unknown,E**** T*******,Yes,crm,1
E02419,S**** K*******,Sales,C0639,Key Account Executive,Senior,Bachelor,Field,No,22.0,10.0,2.0,55.0,Yes,LinkedIn,English,2024-08-02,2024-08-25,H**** N*******,Yes,CRM,1
E02420,A**** A*******,Engineering,C0171,Mechanical Engineer,Junior,High School,Office,No,9.0,0.0,1.0,63.0,Yes,Events,Turkish,2024-09-14,2024-09-23,B**** K*******,Yes,Fair,1
E02421,A**** G*******,IT,C0639,Network Engineer,Junior,Master,Factory,No,2.0,0.0,1.0,36.0,No,Phone,Turkish,2024-01-25,2024-01-31,D**** S*******,Yes,LinkedIn,1
E02422,E**** K*******,Sales,C0183,Key Account Executive,Junior,Master,Office,Yes,28.0,2.0,1.0,81.0,No,Email,English,2024-09-11,2024-10-06,B**** K*******,Yes,LinkedIn,1
E02423,Z**** K*******,IT,C0343,Software Developer,Junior,High School,Office,No,0.0,2.0,2.0,80.0,Yes,Email,English,2024-06-25,2024-07-22,G**** R*******,Yes,CRM,0
E02424,O**** Y*******,Operations,C0083,Logistics Coordinator,Senior,Bachelor,Factory,Yes,8.0,8.0,0.0,58.0,No,LinkedIn,Turkish,2024-02-01,2024-02-28,E**** T*******,Yes,CRM,1
E02425,M**** D*******,IT,C0154,Infrastructure Engineer,Senior,Bachelor,Office,Yes,2.0,11.0,0.0,85.0,No,LinkedIn,Turkish,2024-09-21,2024-10-03,B**** K*******,Yes,CRM,1
E02426,T**** Y*******,Production,C0138,Production Planner,Mid,Bachelor,Office,No,1.0,3.0,1.0,32.0,No,Phone,English,2024-04-29,2024-05-11,F**** O*******,Yes,Webinar,1
E02427,A**** K*******,Operations,C0288,Ops Coordinator,Director,BACHELOR,Office,,3.0,8.0,0.0,58.0,No,Email,Turkish,2024-02-11,2024-03-04,F**** O*******,No,Email Cmpaign,1
E02428,D**** K*******,Sales,C0276,Sales Executive,Mid,Bachelor,Factory,No,9.0,4.0,1.0,59.0,Yes,Email,Turkish,2024-09-15,2024-10-11,D**** S*******,Yes,Webinar,1
E02429,A**** A*******,Procurement,C0225,Procurement Analyst,Mid,Bachelor,Office,No,2.0,5.0,0.0,72.0,No,Phone,English,2024-03-02,2024-04-01,D**** S*******,Yes,CRM,1
E02430,B**** K*******,Procurement,C0649,Procurement Analyst,Junior,Master,Factory,No,7.0,2.0,2.0,58.0,No,Phone,Turkish,2024-05-20,2024-05-30,G**** R*******,No,CRM,1
E02431,D**** U*******,IT,C0670,Systems Engineer,Mid,High School,Office,No,5.0,6.0,0.0,55.0,No,Phone,Turkish,2024-05-30,2024-06-24,G**** R*******,Yes,CRM,1
E02432,S**** D*******,Management,C0538,Operations Manager,Mid,Bachelor,Office,Yes,4.0,6.0,2.0,55.0,No,Phone,English,2024-04-22,2024-04-27,F**** O*******,Yes,CRM,1
E02433,Z**** D*******,Sales,C0464,Sales Executive,Junior,High School,Office,No,8.0,2.0,5.0,64.0,Yes,Email,Turkish,2024-08-09,2024-08-29,B**** K*******,Yes,Email Campaign,1
E02434,S**** K*******,Production,C0429,Plant Supervisor,Mid,Bachelor,Office,Yes,6.0,6.0,1.0,78.0,No,LinkedIn,English,2024-07-07,2024-07-26,A**** Y*******,Yes,Fair,1
E02435,E**** A*******,IT,C0226,Systems Engineer,Director,PhD,Remote,Yes,0.0,13.0,0.0,46.0,No,Events,Turkish,2024-01-31,2024-02-19,A**** Y*******,Yes,CRM,0
E02436,E*** G*******,Management,C0581,Operations Manager,Junior,Master,Office,No,6.0,1.0,0.0,80.0,Yes,Email,English,2024-07-16,2024-07-29,D**** S*******,Yes,CRM,1
